ALGORITHM, FEATURE_R, FEATURE_L, FEATURE_U, FEATURE_D, FEATURE_F, FEATURE_B, FEATURE_RP, FEATURE_LP, FEATURE_UP, FEATURE_DP, FEATURE_FP, FEATURE_BP, FEATURE_R2, FEATURE_L2, FEATURE_U2, FEATURE_D2, FEATURE_F2, FEATURE_B2, FEATURE_M, FEATURE_MP, FEATURE_M2, FEATURE_REGRIPS, FEATURE_RL_REGRIPS, FEATURE_OVERWORKING, LABEL
F' D2 R U R' D R L2 ,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,
F' D2 F' U' R2 D R2 ,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,
F' M U R U R' D' F' M2 ,1,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,
F' M U R D' R D' R' L' ,2,0,1,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,
F' M U F R U' R U' D2 ,2,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,
F' M U D' F' R B2 ,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,
F' M U F' D' U2 R U B' ,1,0,2,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
F' M U M U' R F D' M2 ,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,1,3,0,1,
F' M D R D' M U2 F ,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,3,0,0,
F' M D U' M F' R2 D' ,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,
F' M D M U R U' R' B' ,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,3,0,1,
F' M F U2 F U' L ,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,
F' M U' R F U2 R' F' U ,1,0,1,0,1,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,6,0,0,
F' M U' F U D' R D2 ,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,
F' M U' D' F' U' F' U' F2 ,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,1,0,1,0,0,0,0,3,
F' M U' F' D' F' U R F ,1,0,1,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,3,0,1,
F' M U' M U D' F' L' ,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,2,0,0,0,1,1,
F' M D' R F D' R B ,2,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,6,0,0,
F' M D' F' D M F R' ,0,0,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,3,0,0,
F' M D' M D' F' D' ,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,3,
F' M F' U2 R F U F2 ,1,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,3,0,2,
F' M U2 F D U' F M ,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,
F' M U2 F2 U2 F' ,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,1,
F' M' F' R U D ,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,
B' U R' U M U2 ,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
B' F R' D' R' U B' ,0,0,1,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,9,0,0,
B' R' U2 R' D' ,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
B' D' R' U2 D' L ,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,
B' M F U2 R' F2 ,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,6,0,0,
R2 U R U D' R U' D' R2 ,2,0,2,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
R2 U R F D U R' U' D2 ,1,0,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,
R2 U R U' R' U D R D2 ,2,0,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,
R2 U R D' R' U' R D' L' ,2,0,1,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,
R2 U D R F U' R' U' M ,1,0,1,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,6,0,1,
R2 U D R' U' R' U' M U ,0,0,2,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,
R2 U D M U' F B' ,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,
R2 U F U D' F' R U ,1,0,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
R2 U F R' U2 R' U2 R2 ,0,0,1,0,1,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,
R2 U F D' F' R U R D2 ,2,0,2,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,
R2 U F M U' D2 M' ,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,
R2 U R' U F' R L ,1,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,
R2 U R' F R' U F' L ,0,1,2,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,1,0,
R2 U R' U' R' D R U R2 ,1,0,2,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,
R2 U R' D' R' F' U' F ,0,0,1,0,1,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,
R2 U D' R U' F D F' ,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,1,
R2 U D' R' U' R' U D' F ,0,0,2,0,1,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
R2 U D' M U R' F R ,1,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,
R2 U F' D R U2 R' B2 ,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,3,0,0,
R2 U F' U' M U R F M2 ,1,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,3,0,0,
R2 U F' D2 F U ,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,
R2 U R2 D F' R D' M' ,1,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,
R2 U R2 D' U M F' U2 ,0,0,2,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,
R2 U D2 R2 U F' M2 ,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,
R2 U M D R U R B2 ,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
R2 U M U' R D U' R U2 ,2,0,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,
R2 U M D' R' U' R U' F ,1,0,1,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,3,0,1,
R2 U M D2 F U D2 ,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,
R2 D R F R U' F B' ,2,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,9,0,0,
R2 D R D' R' U R U' B' ,2,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,
R2 D F R D' R' F' D ,1,0,0,2,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
R2 D F U' F' L' ,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,
R2 D R' U R' U R D F ,1,0,2,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
R2 D R' U' R' U R D' B ,1,0,1,1,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
R2 D U' R U M U B' ,1,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,
R2 D U' R' U R' F' U M' ,0,0,2,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,
R2 D U' R2 D' R U' M' ,1,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,
R2 D F' U' R F D F2 ,1,0,0,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,3,0,1,
R2 D R2 U F' R2 U ,0,0,2,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
R2 D U2 R U' M D M2 ,1,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,
R2 D U2 M U' F' U R2 ,0,0,1,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,
R2 D M F U2 R U M' ,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,
R2 D M U2 R' U' D' M2 ,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,
R2 F R D U' F M F' ,1,0,0,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,3,0,1,
R2 F R D' U2 R U2 D2 ,2,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,
R2 F U D F R D' B' ,1,0,1,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,
R2 F U R' D2 R F' ,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,0,
R2 F U M D M F ,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,
R2 F D U' R D U' L ,1,1,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,
R2 F R' U R F U2 ,1,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,
R2 F R' U' R D F L2 ,1,0,0,1,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,1,0,
R2 F R' U2 R' D2 F' ,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,3,0,0,
R2 F U' R' U R' F' L ,0,1,1,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,
R2 F U' F' D2 F' B ,0,0,0,0,1,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,3,0,2,
R2 F D' R D R L' ,2,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,
R2 F D' U2 R U2 R' B ,1,0,0,0,1,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,3,0,0,
R2 F R2 U' F R B2 ,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,6,0,0,
R2 F U2 R' U F R L' ,1,0,1,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,
R2 F B2 U D' R' L ,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,
R2 F M U' F D' R' B' ,0,0,0,0,2,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,6,0,0,
R2 U' R U R D R' U M2 ,2,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
R2 U' R U D' M U M ,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,
R2 U' R F U R' D R U' ,2,0,1,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,
R2 U' R U' F U' R' U2 D2 ,1,0,0,0,1,0,1,0,3,0,0,0,1,0,1,1,0,0,0,0,0,6,0,2,
R2 U' R D' R' U R U' R2 ,2,0,1,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,
R2 U' F R U R' D' F' ,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
R2 U' F U F' U' R L ,1,1,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,
R2 U' F R' U' R' F U' L' ,0,0,0,0,2,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,
R2 U' F D' R U' F L ,1,1,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,
R2 U' F M U F' D F' ,0,0,1,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,
R2 U' R' U R' U' R U R D ,2,0,2,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
R2 U' R' D U' R' F' U ,0,0,1,1,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
R2 U' R' U' R F R' D M' ,1,0,0,1,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,6,0,1,
R2 U' R' U' M F U B ,0,0,1,0,1,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,6,0,1,
R2 U' R' U2 R' F' R U' D' ,1,0,0,0,0,0,2,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
R2 U' D' F U' R' D' M' ,0,0,0,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,1,0,3,0,0,
R2 U' D' F' U' D' R U B' ,1,0,1,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,3,0,0,
R2 U' F' R U R F R' F' ,2,0,1,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,6,0,1,
R2 U' F' D U M D B ,0,0,1,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,
R2 U' F' U' M D U2 L' ,0,0,0,1,0,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,
R2 U' F' M U R U' R U' ,2,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,
R2 U' R2 U R2 F U R2 ,0,0,2,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
R2 U' R2 U' D' F' U2 M ,0,0,0,0,0,0,0,0,2,1,1,0,2,0,1,0,0,0,1,0,0,0,0,1,
R2 U' D2 R U R' U' R' ,1,0,1,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,
R2 U' M U R U2 R' U R' ,1,0,2,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3,0,0,
R2 U' M D F' U' R2 U' ,0,0,0,1,0,0,0,0,3,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,
R2 U' M U' R' U' R D' M2 ,1,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2,
R2 U' M F' U M U B ,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,
R2 D' R U R U' D' R' D' ,2,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
R2 D' R F R' D B' ,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,9,0,0,
R2 D' R U2 R D' M D ,2,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,
R2 D' F U D R' U2 R ,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,
R2 D' F U' D' M F' M2 ,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,
R2 D' R' U F D' R' B2 ,0,0,1,0,1,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,9,0,0,
R2 D' R' F U2 R B' ,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,6,0,0,
R2 D' R' U2 M F R' F2 ,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,1,0,1,0,0,6,0,1,
R2 D' F' U' D' F U M' ,0,0,1,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,
R2 D' R2 U D' F' U L ,0,1,2,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,
R2 D' U2 R U F D L ,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,1,0,
R2 D' U2 F' D' F' D2 ,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,2,
R2 D' M U F' M D' B ,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,
R2 D' M D' U2 R2 B' ,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,1,0,0,0,0,1,
R2 F' R U R' D F' U' R ,2,0,1,1,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,
R2 F' R F U R' F' M2 ,1,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,6,0,1,
R2 F' R U' M D R' B2 ,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3,0,0,
R2 F' U R U F U' M D ,1,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,
R2 F' U D R2 U D R' ,0,0,2,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
R2 F' U R2 D L ,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,
R2 F' D R F U' M B2 ,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,6,0,0,
R2 F' D U2 M F' R F ,1,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,3,0,1,
R2 F' U' R U' D' R' U' F ,1,0,0,0,1,0,1,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,
R2 F' U' F' U F2 U2 ,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,2,
R2 F' U' M D' F' U B' ,0,0,1,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,
R2 F' D' R2 U' R' U R2 ,0,0,1,0,0,0,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0,3,0,0,
R2 F' R2 U' F R' U' F' ,0,0,0,0,1,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,
R2 F' U2 F' U2 R L' ,1,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,1,
R2 F' M U F' R U L2 ,1,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,
R2 F' M D' R U D B ,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,0,
R2 U2 R U R D U' M ,2,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,
R2 U2 R F R' D2 B' ,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,9,0,0,
R2 U2 R U2 R U F L2 ,2,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,3,1,0,
R2 U2 F D F' U M ,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,
R2 U2 F U2 F' U' L' ,0,0,0,0,1,0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,
R2 U2 R' D U' R D B' ,1,0,0,2,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,
R2 U2 R' D' R D M D2 ,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,
R2 U2 F' U' R U B' ,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,3,0,0,
R2 U2 R2 U R2 U' R2 ,0,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,
R2 U2 F2 U F' D2 ,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,
R2 U2 M F R2 D' M2 ,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,
R2 U2 M2 U' D' L2 ,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,
R2 D2 R' U2 R D2 ,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,
R2 F2 U' R U' D' M ,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,
R2 B2 U' R' D U' F2 ,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,
U2 R U R D M U2 B' ,2,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,
U2 R U D F M U2 L ,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,1,0,
U2 R U F R' F' U' R U' ,2,0,1,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,6,0,2,
U2 R U R' U R2 D' U F' ,1,0,3,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
U2 R U R' U' R' U' R2 L2 ,1,0,1,0,0,0,2,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,
U2 R U D' R U R2 U' F2 ,2,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,
U2 R U R2 D M F M2 ,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,
U2 R U M F U D' R B ,2,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,
U2 R D R U' F D' F ,2,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,
U2 R D R' U M U' B2 ,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,
U2 R D U' F M D' R ,2,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
U2 R D U2 R' F' R B ,2,0,0,1,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,
U2 R F R D' R2 U' R2 ,2,0,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,6,0,0,
U2 R F D R U D' F2 ,2,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6,0,0,
U2 R F R' U' R' U F U' ,1,0,1,0,2,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,
U2 R F U' D' R U' M B2 ,2,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,6,0,0,
U2 R F R2 U2 F M' ,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,6,0,0,
U2 R U' R U F R' D' U2 ,2,0,1,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,6,0,0,
U2 R U' R F' U B2 ,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,
U2 R U' F D' R' U R' B2 ,1,0,1,0,1,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,9,0,0,
U2 R U' R' D R' U F B ,1,0,1,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,
U2 R U' R' U' F' D' M' ,1,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,
U2 R U' D' F R' F' B2 ,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,9,0,1,
U2 R U' R2 U' F R2 D ,1,0,0,1,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,
U2 R U' M F R' U' F' U ,1,0,1,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,
U2 R D' R U' F M U F ,2,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
U2 R D' R' U D' F' U' D' ,1,0,1,0,0,0,1,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
U2 R D' R2 U R U' F2 ,2,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,3,0,0,
U2 R D' M U' R U F B' ,2,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,6,0,0,
U2 R U2 F U M F ,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,
U2 R U2 R' U' R' U' D' B' ,1,0,0,0,0,0,2,0,2,1,0,1,0,0,2,0,0,0,0,0,0,3,0,1,
U2 R U2 M D R2 U L' ,1,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,
U2 D F D R2 U L2 ,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,
U2 F R U M U' R' F' B2 ,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,3,0,0,
U2 F R U' F M D' M ,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,3,0,1,
U2 F R D' U2 R2 U L' ,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,3,1,0,
U2 F U R U' R' U' F B' ,1,0,1,0,2,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,
U2 F U R' U R D U M' ,1,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,
U2 F U R' U2 F' R U D ,1,0,2,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,
U2 F U R2 U' F' U' M' ,0,0,1,0,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,
U2 F D R U F U2 R2 ,1,0,1,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,
U2 F D U' R D R L ,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
U2 F D M U F' D' L ,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,
U2 F R' U F' D' U2 R2 ,0,0,1,0,1,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,3,0,0,
U2 F R' F U' F' D ,0,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,2,
U2 F R' U' M U' F R' L' ,0,0,0,0,2,0,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,6,1,1,
U2 F R' U2 M U' F R' ,0,0,0,0,2,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,6,0,0,
U2 F U' F R D2 ,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,
